,time.drive,time.bicycle,time.walk,time.transit,weighted.gini,MEM
417,20,60,40,40,0.37263871902833157,0.6273612809716684
418,20,60,40,50,0.3669895347403619,0.6330104652596381
419,20,60,40,60,0.35825981492435177,0.6417401850756482
420,20,60,50,10,0.31962219886496623,0.6803778011350338
421,20,60,50,20,0.3353329001001664,0.6646670998998336
422,20,60,50,30,0.3602482192597341,0.639751780740266
423,20,60,50,40,0.36993006969509823,0.6300699303049018
424,20,60,50,50,0.364523875585817,0.635476124414183
425,20,60,50,60,0.35608683084961135,0.6439131691503887
426,20,60,60,10,0.3185506343565159,0.6814493656434841
427,20,60,60,20,0.33353990753492246,0.6664600924650775
428,20,60,60,30,0.35756909399005765,0.6424309060099423
429,20,60,60,40,0.3670857653651885,0.6329142346348116
430,20,60,60,50,0.36183016564405035,0.6381698343559497
431,20,60,60,60,0.35373956691254593,0.6462604330874541
432,30,10,10,10,0.6249289976335339,0.37507100236646607
433,30,10,10,20,0.6326510328384573,0.36734896716154275
434,30,10,10,30,0.6140546465014853,0.38594535349851466
435,30,10,10,40,0.5533846584585703,0.4466153415414297
436,30,10,10,50,0.4992517112955206,0.5007482887044794
437,30,10,10,60,0.4614238139739722,0.5385761860260279
438,30,10,20,10,0.5918996643665163,0.4081003356334837
439,30,10,20,20,0.6061575643520891,0.3938424356479109
440,30,10,20,30,0.5971697240288536,0.4028302759711464
441,30,10,20,40,0.54411771961123,0.45588228038877
442,30,10,20,50,0.4932516112767023,0.5067483887232977
443,30,10,20,60,0.4569728784775743,0.5430271215224257
444,30,10,30,10,0.5605276969253505,0.43947230307464946
445,30,10,30,20,0.5794332628740549,0.42056673712594506
446,30,10,30,30,0.5790858048406288,0.42091419515937123
447,30,10,30,40,0.5337583047661028,0.46624169523389725
448,30,10,30,50,0.4868051877639527,0.5131948122360472
449,30,10,30,60,0.45226371751951744,0.5477362824804826
450,30,10,40,10,0.5290572526003904,0.4709427473996096
451,30,10,40,20,0.551201783711297,0.448798216288703
452,30,10,40,30,0.5588626418962324,0.44113735810376764
453,30,10,40,40,0.521600052390668,0.478399947609332
454,30,10,40,50,0.47885728101547637,0.5211427189845237
455,30,10,40,60,0.4465707235339615,0.5534292764660385
456,30,10,50,10,0.4924200452362473,0.5075799547637527
457,30,10,50,20,0.5173967304578123,0.4826032695421877
458,30,10,50,30,0.5334275998301339,0.4665724001698661
459,30,10,50,40,0.5053647317009623,0.4946352682990377
460,30,10,50,50,0.46751925178220377,0.5324807482177962
461,30,10,50,60,0.4379722448434689,0.5620277551565311
462,30,10,60,10,0.46262074901896977,0.5373792509810302
463,30,10,60,20,0.4876006272977204,0.5123993727022795
464,30,10,60,30,0.5091054732446525,0.4908945267553475
465,30,10,60,40,0.4889349517528417,0.5110650482471584
466,30,10,60,50,0.4557950310286021,0.5442049689713979
467,30,10,60,60,0.4289636854243507,0.5710363145756493
468,30,20,10,10,0.49014993056899187,0.5098500694310082
469,30,20,10,20,0.512375004757171,0.487624995242829
470,30,20,10,30,0.5302361682725505,0.4697638317274495
471,30,20,10,40,0.5057342455151697,0.49426575448483034
472,30,20,10,50,0.47010908383992306,0.5298909161600769
473,30,20,10,60,0.44174925366980644,0.5582507463301936
474,30,20,20,10,0.48072928123172737,0.5192707187682726
475,30,20,20,20,0.5030071183807526,0.4969928816192474
476,30,20,20,30,0.5220806699730143,0.4779193300269857
477,30,20,20,40,0.5002490230612678,0.49975097693873216
478,30,20,20,50,0.46618475955428573,0.5338152404457143
479,30,20,20,60,0.4387057543563349,0.5612942456436651
480,30,20,30,10,0.47181624761818974,0.5281837523818103
481,30,20,30,20,0.4937299617871403,0.5062700382128598
482,30,20,30,30,0.5134973308801806,0.48650266911981943
483,30,20,30,40,0.49426591598668135,0.5057340840133187
484,30,20,30,50,0.4620907114009534,0.5379092885990466
485,30,20,30,60,0.43562785493555717,0.5643721450644428
486,30,20,40,10,0.4614948578691942,0.5385051421308058
487,30,20,40,20,0.48279958874998713,0.5172004112500128
488,30,20,40,30,0.5035297625921676,0.49647023740783236
489,30,20,40,40,0.4870330030327088,0.5129669969672912
490,30,20,40,50,0.4570883964874033,0.5429116035125967
491,30,20,40,60,0.4319051958092588,0.5680948041907412
492,30,20,50,10,0.44754384809097403,0.552456151909026
493,30,20,50,20,0.4682444684052289,0.5317555315947711
494,30,20,50,30,0.4899605773261997,0.5100394226738003
495,30,20,50,40,0.476867872692096,0.5231321273079039
496,30,20,50,50,0.4496962272471843,0.5503037727528157
497,30,20,50,60,0.4260680559168161,0.5739319440831838
498,30,20,60,10,0.4340279581409483,0.5659720418590517
499,30,20,60,20,0.453784316122851,0.546215683877149
500,30,20,60,30,0.47609738870099577,0.5239026112990042
501,30,20,60,40,0.4661094588261357,0.5338905411738644
502,30,20,60,50,0.44175430089897644,0.5582456991010236
503,30,20,60,60,0.41981184514636616,0.5801881548536338
504,30,30,10,10,0.4047909593247538,0.5952090406752462
505,30,30,10,20,0.4241370536964844,0.5758629463035156
506,30,30,10,30,0.45018596808536776,0.5498140319146323
507,30,30,10,40,0.4470298184531892,0.5529701815468109
508,30,30,10,50,0.42673585473077447,0.5732641452692255
509,30,30,10,60,0.4073794462034567,0.5926205537965433
510,30,30,20,10,0.4017297591597018,0.5982702408402982
511,30,30,20,20,0.4207909987337861,0.5792090012662139
512,30,30,20,30,0.4466462954433949,0.553353704556605
513,30,30,20,40,0.4441616410818678,0.5558383589181322
514,30,30,20,50,0.4245043239097009,0.5754956760902992
515,30,30,20,60,0.4055865168680942,0.5944134831319058
516,30,30,30,10,0.3993969195067144,0.6006030804932856
517,30,30,30,20,0.4179071342526117,0.5820928657473883
518,30,30,30,30,0.4432214045697311,0.5567785954302689
519,30,30,30,40,0.4412963353590219,0.5587036646409781
520,30,30,30,50,0.42241169859535466,0.5775883014046453
521,30,30,30,60,0.4039687270811581,0.596031272918842
522,30,30,40,10,0.39624274495583234,0.6037572550441677
523,30,30,40,20,0.41416553691048796,0.585834463089512
524,30,30,40,30,0.43889356163224735,0.5611064383677526
525,30,30,40,40,0.437648688736122,0.562351311263878
526,30,30,40,50,0.4197142547298728,0.5802857452701272
527,30,30,40,60,0.40194491852092507,0.5980550814790749
528,30,30,50,10,0.39129588870102616,0.6087041112989738
