,Community,Mode,Time Range,Cost,MI
329,Mission Hill,walk,60,0.0,5062.0
330,Mission Hill,transit,10,2.4,20178.702256109787
331,Mission Hill,transit,20,2.4,20178.702256109787
332,Mission Hill,transit,30,2.4,20178.702256109787
333,Mission Hill,transit,40,2.4,20178.702256109787
334,Mission Hill,transit,50,2.4,20178.702256109787
335,Mission Hill,transit,60,2.4,20178.702256109787
336,North End,drive,10,2.046875,21869.003422376256
337,North End,drive,20,4.09375,8331.939210590668
338,North End,drive,30,6.140625,3174.411273718437
339,North End,drive,40,8.1875,1209.4287632226174
340,North End,drive,50,10.234375000000002,460.7840028229214
341,North End,drive,60,12.28125,175.55552151063952
342,North End,bicycle,10,0.2602739726027397,34493.87450253966
343,North End,bicycle,20,0.2602739726027397,34493.87450253966
344,North End,bicycle,30,0.2602739726027397,34493.87450253966
345,North End,bicycle,40,0.2602739726027397,34493.87450253966
346,North End,bicycle,50,0.5102739726027397,30658.879694847492
347,North End,bicycle,60,1.0102739726027397,24220.59935697004
348,North End,walk,10,0.0,6723.999999999999
349,North End,walk,20,0.0,6723.999999999999
350,North End,walk,30,0.0,6723.999999999999
351,North End,walk,40,0.0,6723.999999999999
352,North End,walk,50,0.0,6723.999999999999
353,North End,walk,60,0.0,6723.999999999999
354,North End,transit,10,2.4,8241.21431952834
355,North End,transit,20,2.4,8241.21431952834
356,North End,transit,30,2.4,8241.21431952834
357,North End,transit,40,2.4,8241.21431952834
358,North End,transit,50,2.4,8241.21431952834
359,North End,transit,60,2.4,8241.21431952834
360,Roslindale,drive,10,2.046875,24129.237157565156
361,Roslindale,drive,20,4.09375,13188.811548443153
362,Roslindale,drive,30,6.140625,7208.878959764843
363,Roslindale,drive,40,8.1875,3940.304679133479
364,Roslindale,drive,50,10.234375000000002,2153.7330632206445
365,Roslindale,drive,60,12.28125,1177.2100092092023
366,Roslindale,bicycle,10,0.2602739726027397,25499.228596797668
367,Roslindale,bicycle,20,0.2602739726027397,25499.228596797668
368,Roslindale,bicycle,30,0.2602739726027397,25499.228596797668
369,Roslindale,bicycle,40,0.2602739726027397,25499.228596797668
370,Roslindale,bicycle,50,0.5102739726027397,23685.675146438465
371,Roslindale,bicycle,60,1.0102739726027397,20436.344777366216
372,Roslindale,walk,10,0.0,1446.0
373,Roslindale,walk,20,0.0,1446.0
374,Roslindale,walk,30,0.0,1446.0
375,Roslindale,walk,40,0.0,1446.0
376,Roslindale,walk,50,0.0,1446.0
377,Roslindale,walk,60,0.0,1446.0
378,Roslindale,transit,10,2.4,1522.8013628645813
379,Roslindale,transit,20,2.4,1522.8013628645813
380,Roslindale,transit,30,2.4,1522.8013628645813
381,Roslindale,transit,40,2.4,1522.8013628645813
382,Roslindale,transit,50,2.4,1522.8013628645813
383,Roslindale,transit,60,2.4,1522.8013628645813
384,Roxbury,drive,10,2.046875,52140.0
385,Roxbury,drive,20,4.09375,52140.0
386,Roxbury,drive,30,6.140625,52140.0
387,Roxbury,drive,40,8.1875,52140.0
388,Roxbury,drive,50,10.234375000000002,52140.0
389,Roxbury,drive,60,12.28125,52140.0
390,Roxbury,bicycle,10,0.2602739726027397,39452.0
391,Roxbury,bicycle,20,0.2602739726027397,39452.0
392,Roxbury,bicycle,30,0.2602739726027397,39452.0
393,Roxbury,bicycle,40,0.2602739726027397,39452.0
394,Roxbury,bicycle,50,0.5102739726027397,39452.0
395,Roxbury,bicycle,60,1.0102739726027397,39452.0
396,Roxbury,walk,10,0.0,4423.0
397,Roxbury,walk,20,0.0,4423.0
398,Roxbury,walk,30,0.0,4423.0
399,Roxbury,walk,40,0.0,4423.0
400,Roxbury,walk,50,0.0,4423.0
401,Roxbury,walk,60,0.0,4423.0
402,Roxbury,transit,10,2.4,17135.0
403,Roxbury,transit,20,2.4,17135.0
404,Roxbury,transit,30,2.4,17135.0
405,Roxbury,transit,40,2.4,17135.0
406,Roxbury,transit,50,2.4,17135.0
407,Roxbury,transit,60,2.4,17135.0
408,South Boston,drive,10,2.046875,21102.49130275147
409,South Boston,drive,20,4.09375,8134.204127839506
410,South Boston,drive,30,6.140625,3135.4249052449177
411,South Boston,drive,40,8.1875,1208.586504828869
412,South Boston,drive,50,10.234375000000002,465.86392077547174
413,South Boston,drive,60,12.28125,179.57274205293726
414,South Boston,bicycle,10,0.2602739726027397,30822.763443224965
415,South Boston,bicycle,20,0.2602739726027397,30822.763443224965
416,South Boston,bicycle,30,0.2602739726027397,30822.763443224965
417,South Boston,bicycle,40,0.2602739726027397,30822.763443224965
418,South Boston,bicycle,50,0.5102739726027397,27434.96485810539
419,South Boston,bicycle,60,1.0102739726027397,21735.522182739536
420,South Boston,walk,10,0.0,3021.0
421,South Boston,walk,20,0.0,3021.0
422,South Boston,walk,30,0.0,3021.0
423,South Boston,walk,40,0.0,3021.0
424,South Boston,walk,50,0.0,3021.0
425,South Boston,walk,60,0.0,3021.0
426,South Boston,transit,10,2.4,8455.05730581794
427,South Boston,transit,20,2.4,8455.05730581794
428,South Boston,transit,30,2.4,8455.05730581794
429,South Boston,transit,40,2.4,8455.05730581794
430,South Boston,transit,50,2.4,8455.05730581794
431,South Boston,transit,60,2.4,8455.05730581794
432,South Boston Waterfront,drive,10,2.046875,10555.840351949764
433,South Boston Waterfront,drive,20,4.09375,1996.1978096320415
434,South Boston Waterfront,drive,30,6.140625,377.49772280742474
435,South Boston Waterfront,drive,40,8.1875,71.38798070871495
436,South Boston Waterfront,drive,50,10.234375000000002,13.5000649852069
437,South Boston Waterfront,drive,60,12.28125,2.552975343965161
438,South Boston Waterfront,bicycle,10,0.2602739726027397,27683.439558670874
439,South Boston Waterfront,bicycle,20,0.2602739726027397,27683.439558670874
440,South Boston Waterfront,bicycle,30,0.2602739726027397,27683.439558670874
441,South Boston Waterfront,bicycle,40,0.2602739726027397,27683.439558670874
442,South Boston Waterfront,bicycle,50,0.5102739726027397,22588.083170564092
443,South Boston Waterfront,bicycle,60,1.0102739726027397,15038.275522392332
444,South Boston Waterfront,walk,10,0.0,4305.0
445,South Boston Waterfront,walk,20,0.0,4305.0
446,South Boston Waterfront,walk,30,0.0,4305.0
447,South Boston Waterfront,walk,40,0.0,4305.0
448,South Boston Waterfront,walk,50,0.0,4305.0
449,South Boston Waterfront,walk,60,0.0,4305.0
450,South Boston Waterfront,transit,10,2.4,2760.1868094323154
451,South Boston Waterfront,transit,20,2.4,2760.1868094323154
452,South Boston Waterfront,transit,30,2.4,2760.1868094323154
453,South Boston Waterfront,transit,40,2.4,2760.1868094323154
454,South Boston Waterfront,transit,50,2.4,2760.1868094323154
455,South Boston Waterfront,transit,60,2.4,2760.1868094323154
456,South End,drive,10,2.046875,27440.56055676694
457,South End,drive,20,4.09375,13104.496409147121
458,South End,drive,30,6.140625,6258.17485696374
459,South End,drive,40,8.1875,2988.6499501801222
460,South End,drive,50,10.234375000000002,1427.2577434893162
