time.drive,time.bicycle,time.walk,time.transit,weighted.gini,MEM
20,40,60,30,0.136898375,0.863101625
20,40,60,40,0.135432012,0.864567988
20,40,60,50,0.134239942,0.865760058
20,40,60,60,0.131728944,0.868271056
20,50,10,10,0.165161678,0.834838322
20,50,10,20,0.168932534,0.831067466
20,50,10,30,0.16224481,0.83775519
20,50,10,40,0.154959257,0.845040743
20,50,10,50,0.151922765,0.848077235
20,50,10,60,0.147649297,0.852350703
20,50,20,10,0.168932534,0.831067466
20,50,20,20,0.173943356,0.826056644
20,50,20,30,0.167322775,0.832677225
20,50,20,40,0.156747396,0.843252604
20,50,20,50,0.152985842,0.847014158
20,50,20,60,0.1485743,0.8514257
20,50,30,10,0.16224481,0.83775519
20,50,30,20,0.167322775,0.832677225
20,50,30,30,0.162815074,0.837184926
20,50,30,40,0.153064926,0.846935074
20,50,30,50,0.149790608,0.850209392
20,50,30,60,0.145784524,0.854215476
20,50,40,10,0.154959257,0.845040743
20,50,40,20,0.156747396,0.843252604
20,50,40,30,0.153064926,0.846935074
20,50,40,40,0.151770216,0.848229784
20,50,40,50,0.15018211,0.84981789
20,50,40,60,0.14715311,0.85284689
20,50,50,10,0.151922765,0.848077235
20,50,50,20,0.152985842,0.847014158
20,50,50,30,0.149790608,0.850209392
20,50,50,40,0.15018211,0.84981789
20,50,50,50,0.149297036,0.850702964
20,50,50,60,0.146814901,0.853185099
20,50,60,10,0.147649297,0.852350703
20,50,60,20,0.1485743,0.8514257
20,50,60,30,0.145784524,0.854215476
20,50,60,40,0.14715311,0.85284689
20,50,60,50,0.146814901,0.853185099
20,50,60,60,0.144888642,0.855111358
20,60,10,10,0.17371729,0.82628271
20,60,10,20,0.175986775,0.824013225
20,60,10,30,0.171927391,0.828072609
20,60,10,40,0.172035881,0.827964119
20,60,10,50,0.170902278,0.829097722
20,60,10,60,0.168095621,0.831904379
20,60,20,10,0.175986775,0.824013225
20,60,20,20,0.178724088,0.821275912
20,60,20,30,0.174841107,0.825158893
20,60,20,40,0.172534202,0.827465798
20,60,20,50,0.170927559,0.829072441
20,60,20,60,0.167807114,0.832192886
20,60,30,10,0.171927391,0.828072609
20,60,30,20,0.174841107,0.825158893
20,60,30,30,0.171977962,0.828022038
20,60,30,40,0.170142941,0.829857059
20,60,30,50,0.168710285,0.831289715
20,60,30,60,0.165874036,0.834125964
20,60,40,10,0.172035881,0.827964119
20,60,40,20,0.172534202,0.827465798
20,60,40,30,0.170142941,0.829857059
20,60,40,40,0.172136904,0.827863096
20,60,40,50,0.171713856,0.828286144
20,60,40,60,0.169481359,0.830518641
20,60,50,10,0.170902278,0.829097722
20,60,50,20,0.170927559,0.829072441
20,60,50,30,0.168710285,0.831289715
20,60,50,40,0.171713856,0.828286144
20,60,50,50,0.171732065,0.828267935
20,60,50,60,0.170014566,0.829985434
20,60,60,10,0.168095621,0.831904379
20,60,60,20,0.167807114,0.832192886
20,60,60,30,0.165874036,0.834125964
20,60,60,40,0.169481359,0.830518641
20,60,60,50,0.170014566,0.829985434
20,60,60,60,0.168910961,0.831089039
30,10,10,10,0.254322303,0.745677697
30,10,10,20,0.254391408,0.745608592
30,10,10,30,0.220198511,0.779801489
30,10,10,40,0.164935238,0.835064762
30,10,10,50,0.151355252,0.848644748
30,10,10,60,0.141602947,0.858397053
30,10,20,10,0.254391408,0.745608592
30,10,20,20,0.255232951,0.744767049
30,10,20,30,0.225079449,0.774920551
30,10,20,40,0.172113089,0.827886911
30,10,20,50,0.156312345,0.843687655
30,10,20,60,0.145777387,0.854222613
30,10,30,10,0.220198511,0.779801489
30,10,30,20,0.225079449,0.774920551
30,10,30,30,0.205686241,0.794313759
30,10,30,40,0.16427191,0.83572809
