Community,Mode,Time Range,Cost,MI
"Eastland Gardens, Kenilworth",transit,60,2,8525.55593
"Edgewood, Bloomingdale, Truxton Circle, Eckington",drive,10,2.09375,21928.04533
"Edgewood, Bloomingdale, Truxton Circle, Eckington",drive,20,4.1875,11062.67508
"Edgewood, Bloomingdale, Truxton Circle, Eckington",drive,30,6.28125,5581.107571
"Edgewood, Bloomingdale, Truxton Circle, Eckington",drive,40,8.375,2815.662713
"Edgewood, Bloomingdale, Truxton Circle, Eckington",drive,50,10.46875,1420.498783
"Edgewood, Bloomingdale, Truxton Circle, Eckington",drive,60,12.5625,716.6400947
"Edgewood, Bloomingdale, Truxton Circle, Eckington",bicycle,10,0.260273973,39008.1232
"Edgewood, Bloomingdale, Truxton Circle, Eckington",bicycle,20,0.260273973,39008.1232
"Edgewood, Bloomingdale, Truxton Circle, Eckington",bicycle,30,0.260273973,39008.1232
"Edgewood, Bloomingdale, Truxton Circle, Eckington",bicycle,40,0.260273973,39008.1232
"Edgewood, Bloomingdale, Truxton Circle, Eckington",bicycle,50,0.510273973,35948.07845
"Edgewood, Bloomingdale, Truxton Circle, Eckington",bicycle,60,1.010273973,30529.30595
"Edgewood, Bloomingdale, Truxton Circle, Eckington",walk,10,0,4130
"Edgewood, Bloomingdale, Truxton Circle, Eckington",walk,20,0,4130
"Edgewood, Bloomingdale, Truxton Circle, Eckington",walk,30,0,4130
"Edgewood, Bloomingdale, Truxton Circle, Eckington",walk,40,0,4130
"Edgewood, Bloomingdale, Truxton Circle, Eckington",walk,50,0,4130
"Edgewood, Bloomingdale, Truxton Circle, Eckington",walk,60,0,4130
"Edgewood, Bloomingdale, Truxton Circle, Eckington",transit,10,2,5630.055297
"Edgewood, Bloomingdale, Truxton Circle, Eckington",transit,20,2,5630.055297
"Edgewood, Bloomingdale, Truxton Circle, Eckington",transit,30,2,5630.055297
"Edgewood, Bloomingdale, Truxton Circle, Eckington",transit,40,2,5630.055297
"Edgewood, Bloomingdale, Truxton Circle, Eckington",transit,50,2,5630.055297
"Edgewood, Bloomingdale, Truxton Circle, Eckington",transit,60,2,5630.055297
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",drive,10,2.09375,32008.89726
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",drive,20,4.1875,24516.51082
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",drive,30,6.28125,18777.88222
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",drive,40,8.375,14382.50587
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",drive,50,10.46875,11015.96403
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",drive,60,12.5625,8437.435351
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",bicycle,10,0.260273973,27741.95898
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",bicycle,20,0.260273973,27741.95898
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",bicycle,30,0.260273973,27741.95898
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",bicycle,40,0.260273973,27741.95898
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",bicycle,50,0.510273973,26872.54635
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",bicycle,60,1.010273973,25214.60746
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",walk,10,0,1314
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",walk,20,0,1314
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",walk,30,0,1314
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",walk,40,0,1314
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",walk,50,0,1314
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",walk,60,0,1314
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",transit,10,2,5191.033867
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",transit,20,2,5191.033867
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",transit,30,2,5191.033867
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",transit,40,2,5191.033867
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",transit,50,2,5191.033867
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",transit,60,2,5191.033867
"Friendship Heights, American University Park, Tenleytown",drive,10,2.09375,9949.069975
"Friendship Heights, American University Park, Tenleytown",drive,20,4.1875,2460.268768
"Friendship Heights, American University Park, Tenleytown",drive,30,6.28125,608.3907771
"Friendship Heights, American University Park, Tenleytown",drive,40,8.375,150.4467083
"Friendship Heights, American University Park, Tenleytown",drive,50,10.46875,37.20341083
"Friendship Heights, American University Park, Tenleytown",drive,60,12.5625,9.199894058
"Friendship Heights, American University Park, Tenleytown",bicycle,10,0.260273973,28553.82368
"Friendship Heights, American University Park, Tenleytown",bicycle,20,0.260273973,28553.82368
"Friendship Heights, American University Park, Tenleytown",bicycle,30,0.260273973,28553.82368
"Friendship Heights, American University Park, Tenleytown",bicycle,40,0.260273973,28553.82368
"Friendship Heights, American University Park, Tenleytown",bicycle,50,0.510273973,24166.32157
"Friendship Heights, American University Park, Tenleytown",bicycle,60,1.010273973,17310.24058
"Friendship Heights, American University Park, Tenleytown",walk,10,0,2190
"Friendship Heights, American University Park, Tenleytown",walk,20,0,2190
"Friendship Heights, American University Park, Tenleytown",walk,30,0,2190
"Friendship Heights, American University Park, Tenleytown",walk,40,0,2190
"Friendship Heights, American University Park, Tenleytown",walk,50,0,2190
"Friendship Heights, American University Park, Tenleytown",walk,60,0,2190
"Friendship Heights, American University Park, Tenleytown",transit,10,2,5991.068807
"Friendship Heights, American University Park, Tenleytown",transit,20,2,5991.068807
"Friendship Heights, American University Park, Tenleytown",transit,30,2,5991.068807
"Friendship Heights, American University Park, Tenleytown",transit,40,2,5991.068807
"Friendship Heights, American University Park, Tenleytown",transit,50,2,5991.068807
"Friendship Heights, American University Park, Tenleytown",transit,60,2,5991.068807
"Georgetown, Burleith Hillandale",drive,10,2.09375,10153.30952
"Georgetown, Burleith Hillandale",drive,20,4.1875,2205.221492
"Georgetown, Burleith Hillandale",drive,30,6.28125,478.957311
"Georgetown, Burleith Hillandale",drive,40,8.375,104.0258798
"Georgetown, Burleith Hillandale",drive,50,10.46875,22.59362873
"Georgetown, Burleith Hillandale",drive,60,12.5625,4.907164065
"Georgetown, Burleith Hillandale",bicycle,10,0.260273973,34285.35645
"Georgetown, Burleith Hillandale",bicycle,20,0.260273973,34285.35645
"Georgetown, Burleith Hillandale",bicycle,30,0.260273973,34285.35645
"Georgetown, Burleith Hillandale",bicycle,40,0.260273973,34285.35645
"Georgetown, Burleith Hillandale",bicycle,50,0.510273973,28571.03239
"Georgetown, Burleith Hillandale",bicycle,60,1.010273973,19840.85863
"Georgetown, Burleith Hillandale",walk,10,0,5548
"Georgetown, Burleith Hillandale",walk,20,0,5548
"Georgetown, Burleith Hillandale",walk,30,0,5548
"Georgetown, Burleith Hillandale",walk,40,0,5548
"Georgetown, Burleith Hillandale",walk,50,0,5548
"Georgetown, Burleith Hillandale",walk,60,0,5548
"Georgetown, Burleith Hillandale",transit,10,2,2852.833867
"Georgetown, Burleith Hillandale",transit,20,2,2852.833867
"Georgetown, Burleith Hillandale",transit,30,2,2852.833867
"Georgetown, Burleith Hillandale",transit,40,2,2852.833867
"Georgetown, Burleith Hillandale",transit,50,2,2852.833867
"Georgetown, Burleith Hillandale",transit,60,2,2852.833867
"Hawthorne, Barnaby Woods, Chevy Chase",drive,10,2.09375,10920.17453
"Hawthorne, Barnaby Woods, Chevy Chase",drive,20,4.1875,2986.257278
"Hawthorne, Barnaby Woods, Chevy Chase",drive,30,6.28125,816.6291208
"Hawthorne, Barnaby Woods, Chevy Chase",drive,40,8.375,223.3173698
"Hawthorne, Barnaby Woods, Chevy Chase",drive,50,10.46875,61.0689068
"Hawthorne, Barnaby Woods, Chevy Chase",drive,60,12.5625,16.70005061
"Hawthorne, Barnaby Woods, Chevy Chase",bicycle,10,0.260273973,28090.15848
"Hawthorne, Barnaby Woods, Chevy Chase",bicycle,20,0.260273973,28090.15848
"Hawthorne, Barnaby Woods, Chevy Chase",bicycle,30,0.260273973,28090.15848
"Hawthorne, Barnaby Woods, Chevy Chase",bicycle,40,0.260273973,28090.15848
"Hawthorne, Barnaby Woods, Chevy Chase",bicycle,50,0.510273973,24061.24454
"Hawthorne, Barnaby Woods, Chevy Chase",bicycle,60,1.010273973,17654.11218
"Hawthorne, Barnaby Woods, Chevy Chase",walk,10,0,1077
"Hawthorne, Barnaby Woods, Chevy Chase",walk,20,0,1077
"Hawthorne, Barnaby Woods, Chevy Chase",walk,30,0,1077
"Hawthorne, Barnaby Woods, Chevy Chase",walk,40,0,1077
"Hawthorne, Barnaby Woods, Chevy Chase",walk,50,0,1077
"Hawthorne, Barnaby Woods, Chevy Chase",walk,60,0,1077
"Hawthorne, Barnaby Woods, Chevy Chase",transit,10,2,425.7287462
"Hawthorne, Barnaby Woods, Chevy Chase",transit,20,2,425.7287462
"Hawthorne, Barnaby Woods, Chevy Chase",transit,30,2,425.7287462
"Hawthorne, Barnaby Woods, Chevy Chase",transit,40,2,425.7287462
"Hawthorne, Barnaby Woods, Chevy Chase",transit,50,2,425.7287462
"Hawthorne, Barnaby Woods, Chevy Chase",transit,60,2,425.7287462
Historic Anacostia,drive,10,2.09375,43128
Historic Anacostia,drive,20,4.1875,43128
Historic Anacostia,drive,30,6.28125,43128
Historic Anacostia,drive,40,8.375,43128
Historic Anacostia,drive,50,10.46875,43128
Historic Anacostia,drive,60,12.5625,43128
Historic Anacostia,bicycle,10,0.260273973,30591
Historic Anacostia,bicycle,20,0.260273973,30591
Historic Anacostia,bicycle,30,0.260273973,30591
Historic Anacostia,bicycle,40,0.260273973,30591
Historic Anacostia,bicycle,50,0.510273973,30591
Historic Anacostia,bicycle,60,1.010273973,30591
Historic Anacostia,walk,10,0,2024
Historic Anacostia,walk,20,0,2024
Historic Anacostia,walk,30,0,2024
Historic Anacostia,walk,40,0,2024
Historic Anacostia,walk,50,0,2024
Historic Anacostia,walk,60,0,2024
Historic Anacostia,transit,10,2,12861
Historic Anacostia,transit,20,2,12861
Historic Anacostia,transit,30,2,12861
Historic Anacostia,transit,40,2,12861
Historic Anacostia,transit,50,2,12861
Historic Anacostia,transit,60,2,12861
"Howard University, Le Droit Park, Cardozo Shaw",drive,10,2.09375,19365.96165
"Howard University, Le Droit Park, Cardozo Shaw",drive,20,4.1875,7736.142879
"Howard University, Le Droit Park, Cardozo Shaw",drive,30,6.28125,3090.365856
"Howard University, Le Droit Park, Cardozo Shaw",drive,40,8.375,1234.511988
"Howard University, Le Droit Park, Cardozo Shaw",drive,50,10.46875,493.1519175
"Howard University, Le Droit Park, Cardozo Shaw",drive,60,12.5625,196.9999613
"Howard University, Le Droit Park, Cardozo Shaw",bicycle,10,0.260273973,40854.5844
"Howard University, Le Droit Park, Cardozo Shaw",bicycle,20,0.260273973,40854.5844
"Howard University, Le Droit Park, Cardozo Shaw",bicycle,30,0.260273973,40854.5844
"Howard University, Le Droit Park, Cardozo Shaw",bicycle,40,0.260273973,40854.5844
"Howard University, Le Droit Park, Cardozo Shaw",bicycle,50,0.510273973,36614.82526
"Howard University, Le Droit Park, Cardozo Shaw",bicycle,60,1.010273973,29409.61259
"Howard University, Le Droit Park, Cardozo Shaw",walk,10,0,10150
"Howard University, Le Droit Park, Cardozo Shaw",walk,20,0,10150
"Howard University, Le Droit Park, Cardozo Shaw",walk,30,0,10150
"Howard University, Le Droit Park, Cardozo Shaw",walk,40,0,10150
"Howard University, Le Droit Park, Cardozo Shaw",walk,50,0,10150
"Howard University, Le Droit Park, Cardozo Shaw",walk,60,0,10150
"Howard University, Le Droit Park, Cardozo Shaw",transit,10,2,10985.45651
"Howard University, Le Droit Park, Cardozo Shaw",transit,20,2,10985.45651
"Howard University, Le Droit Park, Cardozo Shaw",transit,30,2,10985.45651
"Howard University, Le Droit Park, Cardozo Shaw",transit,40,2,10985.45651
"Howard University, Le Droit Park, Cardozo Shaw",transit,50,2,10985.45651
"Howard University, Le Droit Park, Cardozo Shaw",transit,60,2,10985.45651
"Ivy City, Arboretum, Trinidad, Carver Langston",drive,10,2.09375,35869.28646
"Ivy City, Arboretum, Trinidad, Carver Langston",drive,20,4.1875,28321.86561
"Ivy City, Arboretum, Trinidad, Carver Langston",drive,30,6.28125,22362.53215
"Ivy City, Arboretum, Trinidad, Carver Langston",drive,40,8.375,17657.12934
"Ivy City, Arboretum, Trinidad, Carver Langston",drive,50,10.46875,13941.81189
"Ivy City, Arboretum, Trinidad, Carver Langston",drive,60,12.5625,11008.25139
"Ivy City, Arboretum, Trinidad, Carver Langston",bicycle,10,0.260273973,39363.82515
"Ivy City, Arboretum, Trinidad, Carver Langston",bicycle,20,0.260273973,39363.82515
"Ivy City, Arboretum, Trinidad, Carver Langston",bicycle,30,0.260273973,39363.82515
"Ivy City, Arboretum, Trinidad, Carver Langston",bicycle,40,0.260273973,39363.82515
"Ivy City, Arboretum, Trinidad, Carver Langston",bicycle,50,0.510273973,38268.94085
"Ivy City, Arboretum, Trinidad, Carver Langston",bicycle,60,1.010273973,36169.68613
"Ivy City, Arboretum, Trinidad, Carver Langston",walk,10,0,4043
"Ivy City, Arboretum, Trinidad, Carver Langston",walk,20,0,4043
"Ivy City, Arboretum, Trinidad, Carver Langston",walk,30,0,4043
"Ivy City, Arboretum, Trinidad, Carver Langston",walk,40,0,4043
"Ivy City, Arboretum, Trinidad, Carver Langston",walk,50,0,4043
"Ivy City, Arboretum, Trinidad, Carver Langston",walk,60,0,4043
"Ivy City, Arboretum, Trinidad, Carver Langston",transit,10,2,8611.823616
"Ivy City, Arboretum, Trinidad, Carver Langston",transit,20,2,8611.823616
"Ivy City, Arboretum, Trinidad, Carver Langston",transit,30,2,8611.823616
"Ivy City, Arboretum, Trinidad, Carver Langston",transit,40,2,8611.823616
"Ivy City, Arboretum, Trinidad, Carver Langston",transit,50,2,8611.823616
"Ivy City, Arboretum, Trinidad, Carver Langston",transit,60,2,8611.823616
Joint Base Anacostia Bolling,drive,10,2.09375,26590.90269
Joint Base Anacostia Bolling,drive,20,4.1875,17757.70018
Joint Base Anacostia Bolling,drive,30,6.28125,11858.78943
Joint Base Anacostia Bolling,drive,40,8.375,7919.431308
Joint Base Anacostia Bolling,drive,50,10.46875,5288.684195
Joint Base Anacostia Bolling,drive,60,12.5625,3531.842051
Joint Base Anacostia Bolling,bicycle,10,0.260273973,19828.41184
Joint Base Anacostia Bolling,bicycle,20,0.260273973,19828.41184
Joint Base Anacostia Bolling,bicycle,30,0.260273973,19828.41184
Joint Base Anacostia Bolling,bicycle,40,0.260273973,19828.41184
Joint Base Anacostia Bolling,bicycle,50,0.510273973,18895.18079
Joint Base Anacostia Bolling,bicycle,60,1.010273973,17158.41998
Joint Base Anacostia Bolling,walk,10,0,365
Joint Base Anacostia Bolling,walk,20,0,365
Joint Base Anacostia Bolling,walk,30,0,365
Joint Base Anacostia Bolling,walk,40,0,365
Joint Base Anacostia Bolling,walk,50,0,365
Joint Base Anacostia Bolling,walk,60,0,365
Joint Base Anacostia Bolling,transit,10,2,195.1582274
Joint Base Anacostia Bolling,transit,20,2,195.1582274
Joint Base Anacostia Bolling,transit,30,2,195.1582274
Joint Base Anacostia Bolling,transit,40,2,195.1582274
Joint Base Anacostia Bolling,transit,50,2,195.1582274
Joint Base Anacostia Bolling,transit,60,2,195.1582274
"Kalorama Heights, Adams Morgan, Lanier Heights",drive,10,2.09375,17352.23051
"Kalorama Heights, Adams Morgan, Lanier Heights",drive,20,4.1875,6151.801074
"Kalorama Heights, Adams Morgan, Lanier Heights",drive,30,6.28125,2180.967826
"Kalorama Heights, Adams Morgan, Lanier Heights",drive,40,8.375,773.2078138
"Kalorama Heights, Adams Morgan, Lanier Heights",drive,50,10.46875,274.1215694
"Kalorama Heights, Adams Morgan, Lanier Heights",drive,60,12.5625,97.18297393
"Kalorama Heights, Adams Morgan, Lanier Heights",bicycle,10,0.260273973,39441.49299
"Kalorama Heights, Adams Morgan, Lanier Heights",bicycle,20,0.260273973,39441.49299
"Kalorama Heights, Adams Morgan, Lanier Heights",bicycle,30,0.260273973,39441.49299
"Kalorama Heights, Adams Morgan, Lanier Heights",bicycle,40,0.260273973,39441.49299
"Kalorama Heights, Adams Morgan, Lanier Heights",bicycle,50,0.510273973,34848.15988
"Kalorama Heights, Adams Morgan, Lanier Heights",bicycle,60,1.010273973,27204.00585
"Kalorama Heights, Adams Morgan, Lanier Heights",walk,10,0,10072
"Kalorama Heights, Adams Morgan, Lanier Heights",walk,20,0,10072
"Kalorama Heights, Adams Morgan, Lanier Heights",walk,30,0,10072
"Kalorama Heights, Adams Morgan, Lanier Heights",walk,40,0,10072
"Kalorama Heights, Adams Morgan, Lanier Heights",walk,50,0,10072
"Kalorama Heights, Adams Morgan, Lanier Heights",walk,60,0,10072
"Kalorama Heights, Adams Morgan, Lanier Heights",transit,10,2,8557.581738
"Kalorama Heights, Adams Morgan, Lanier Heights",transit,20,2,8557.581738
"Kalorama Heights, Adams Morgan, Lanier Heights",transit,30,2,8557.581738
"Kalorama Heights, Adams Morgan, Lanier Heights",transit,40,2,8557.581738
"Kalorama Heights, Adams Morgan, Lanier Heights",transit,50,2,8557.581738
"Kalorama Heights, Adams Morgan, Lanier Heights",transit,60,2,8557.581738
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",drive,10,2.09375,30021.61947
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",drive,20,4.1875,20736.64724
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",drive,30,6.28125,14323.29589
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",drive,40,8.375,9893.441441
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",drive,50,10.46875,6833.635519
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",drive,60,12.5625,4720.154729
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",bicycle,10,0.260273973,34265.11276
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",bicycle,20,0.260273973,34265.11276
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",bicycle,30,0.260273973,34265.11276
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",bicycle,40,0.260273973,34265.11276
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",bicycle,50,0.510273973,32784.20328
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",bicycle,60,1.010273973,30011.62913
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",walk,10,0,2509
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",walk,20,0,2509
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",walk,30,0,2509
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",walk,40,0,2509
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",walk,50,0,2509
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",walk,60,0,2509
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",transit,10,2,16005.27459
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",transit,20,2,16005.27459
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",transit,30,2,16005.27459
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",transit,40,2,16005.27459
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",transit,50,2,16005.27459
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",transit,60,2,16005.27459
"Mayfair, Hillbrook, Mahaning Heights",drive,10,2.09375,38950.36081
"Mayfair, Hillbrook, Mahaning Heights",drive,20,4.1875,34409.07685
"Mayfair, Hillbrook, Mahaning Heights",drive,30,6.28125,30397.26834
"Mayfair, Hillbrook, Mahaning Heights",drive,40,8.375,26853.20292
"Mayfair, Hillbrook, Mahaning Heights",drive,50,10.46875,23722.34566
"Mayfair, Hillbrook, Mahaning Heights",drive,60,12.5625,20956.51999
"Mayfair, Hillbrook, Mahaning Heights",bicycle,10,0.260273973,27710.65996
"Mayfair, Hillbrook, Mahaning Heights",bicycle,20,0.260273973,27710.65996
"Mayfair, Hillbrook, Mahaning Heights",bicycle,30,0.260273973,27710.65996
"Mayfair, Hillbrook, Mahaning Heights",bicycle,40,0.260273973,27710.65996
"Mayfair, Hillbrook, Mahaning Heights",bicycle,50,0.510273973,27303.50462
"Mayfair, Hillbrook, Mahaning Heights",bicycle,60,1.010273973,26507.05317
"Mayfair, Hillbrook, Mahaning Heights",walk,10,0,1486
"Mayfair, Hillbrook, Mahaning Heights",walk,20,0,1486
"Mayfair, Hillbrook, Mahaning Heights",walk,30,0,1486
"Mayfair, Hillbrook, Mahaning Heights",walk,40,0,1486
"Mayfair, Hillbrook, Mahaning Heights",walk,50,0,1486
"Mayfair, Hillbrook, Mahaning Heights",walk,60,0,1486
"Mayfair, Hillbrook, Mahaning Heights",transit,10,2,15599.88715
"Mayfair, Hillbrook, Mahaning Heights",transit,20,2,15599.88715
"Mayfair, Hillbrook, Mahaning Heights",transit,30,2,15599.88715
"Mayfair, Hillbrook, Mahaning Heights",transit,40,2,15599.88715
"Mayfair, Hillbrook, Mahaning Heights",transit,50,2,15599.88715
"Mayfair, Hillbrook, Mahaning Heights",transit,60,2,15599.88715
"National Mall, Potomac River",drive,10,2.09375,
"National Mall, Potomac River",drive,20,4.1875,
"National Mall, Potomac River",drive,30,6.28125,
"National Mall, Potomac River",drive,40,8.375,
"National Mall, Potomac River",drive,50,10.46875,
"National Mall, Potomac River",drive,60,12.5625,
"National Mall, Potomac River",bicycle,10,0.260273973,
"National Mall, Potomac River",bicycle,20,0.260273973,
"National Mall, Potomac River",bicycle,30,0.260273973,
"National Mall, Potomac River",bicycle,40,0.260273973,
"National Mall, Potomac River",bicycle,50,0.510273973,
"National Mall, Potomac River",bicycle,60,1.010273973,
"National Mall, Potomac River",walk,10,0,
"National Mall, Potomac River",walk,20,0,
"National Mall, Potomac River",walk,30,0,
"National Mall, Potomac River",walk,40,0,
"National Mall, Potomac River",walk,50,0,
"National Mall, Potomac River",walk,60,0,
"National Mall, Potomac River",transit,10,2,
"National Mall, Potomac River",transit,20,2,
"National Mall, Potomac River",transit,30,2,
"National Mall, Potomac River",transit,40,2,
"National Mall, Potomac River",transit,50,2,
"National Mall, Potomac River",transit,60,2,
"Near Southeast, Navy Yard",drive,10,2.09375,16417.21919
"Near Southeast, Navy Yard",drive,20,4.1875,5983.46289
"Near Southeast, Navy Yard",drive,30,6.28125,2180.748624
"Near Southeast, Navy Yard",drive,40,8.375,794.80138
"Near Southeast, Navy Yard",drive,50,10.46875,289.6754016
"Near Southeast, Navy Yard",drive,60,12.5625,105.5758589
"Near Southeast, Navy Yard",bicycle,10,0.260273973,31517.6824
"Near Southeast, Navy Yard",bicycle,20,0.260273973,31517.6824
"Near Southeast, Navy Yard",bicycle,30,0.260273973,31517.6824
"Near Southeast, Navy Yard",bicycle,40,0.260273973,31517.6824
"Near Southeast, Navy Yard",bicycle,50,0.510273973,27939.22372
"Near Southeast, Navy Yard",bicycle,60,1.010273973,21955.05128
"Near Southeast, Navy Yard",walk,10,0,3869
"Near Southeast, Navy Yard",walk,20,0,3869
"Near Southeast, Navy Yard",walk,30,0,3869
"Near Southeast, Navy Yard",walk,40,0,3869
"Near Southeast, Navy Yard",walk,50,0,3869
"Near Southeast, Navy Yard",walk,60,0,3869
"Near Southeast, Navy Yard",transit,10,2,7841.681457
"Near Southeast, Navy Yard",transit,20,2,7841.681457
"Near Southeast, Navy Yard",transit,30,2,7841.681457
"Near Southeast, Navy Yard",transit,40,2,7841.681457
"Near Southeast, Navy Yard",transit,50,2,7841.681457
"Near Southeast, Navy Yard",transit,60,2,7841.681457
"North Cleveland Park, Forest Hills, Van Ness",drive,10,2.09375,17812.58634
"North Cleveland Park, Forest Hills, Van Ness",drive,20,4.1875,7596.261156
"North Cleveland Park, Forest Hills, Van Ness",drive,30,6.28125,3239.461268
"North Cleveland Park, Forest Hills, Van Ness",drive,40,8.375,1381.483482
"North Cleveland Park, Forest Hills, Van Ness",drive,50,10.46875,589.140123
"North Cleveland Park, Forest Hills, Van Ness",drive,60,12.5625,251.2415741
"North Cleveland Park, Forest Hills, Van Ness",bicycle,10,0.260273973,33669.18073
"North Cleveland Park, Forest Hills, Van Ness",bicycle,20,0.260273973,33669.18073
"North Cleveland Park, Forest Hills, Van Ness",bicycle,30,0.260273973,33669.18073
"North Cleveland Park, Forest Hills, Van Ness",bicycle,40,0.260273973,33669.18073
"North Cleveland Park, Forest Hills, Van Ness",bicycle,50,0.510273973,30411.52992
"North Cleveland Park, Forest Hills, Van Ness",bicycle,60,1.010273973,24811.31079
"North Cleveland Park, Forest Hills, Van Ness",walk,10,0,1922
"North Cleveland Park, Forest Hills, Van Ness",walk,20,0,1922
"North Cleveland Park, Forest Hills, Van Ness",walk,30,0,1922
"North Cleveland Park, Forest Hills, Van Ness",walk,40,0,1922
"North Cleveland Park, Forest Hills, Van Ness",walk,50,0,1922
"North Cleveland Park, Forest Hills, Van Ness",walk,60,0,1922
"North Cleveland Park, Forest Hills, Van Ness",transit,10,2,8731.932084
"North Cleveland Park, Forest Hills, Van Ness",transit,20,2,8731.932084
"North Cleveland Park, Forest Hills, Van Ness",transit,30,2,8731.932084
"North Cleveland Park, Forest Hills, Van Ness",transit,40,2,8731.932084
"North Cleveland Park, Forest Hills, Van Ness",transit,50,2,8731.932084
"North Cleveland Park, Forest Hills, Van Ness",transit,60,2,8731.932084
"North Michigan Park, Michigan Park, University Heights",drive,10,2.09375,21566.30781
"North Michigan Park, Michigan Park, University Heights",drive,20,4.1875,10940.57284
"North Michigan Park, Michigan Park, University Heights",drive,30,6.28125,5550.144936
"North Michigan Park, Michigan Park, University Heights",drive,40,8.375,2815.584637
"North Michigan Park, Michigan Park, University Heights",drive,50,10.46875,1428.344113
"North Michigan Park, Michigan Park, University Heights",drive,60,12.5625,724.5979679
"North Michigan Park, Michigan Park, University Heights",bicycle,10,0.260273973,33712.48297
"North Michigan Park, Michigan Park, University Heights",bicycle,20,0.260273973,33712.48297
"North Michigan Park, Michigan Park, University Heights",bicycle,30,0.260273973,33712.48297
"North Michigan Park, Michigan Park, University Heights",bicycle,40,0.260273973,33712.48297
"North Michigan Park, Michigan Park, University Heights",bicycle,50,0.510273973,31088.40301
"North Michigan Park, Michigan Park, University Heights",bicycle,60,1.010273973,26437.0967
"North Michigan Park, Michigan Park, University Heights",walk,10,0,1887
"North Michigan Park, Michigan Park, University Heights",walk,20,0,1887
"North Michigan Park, Michigan Park, University Heights",walk,30,0,1887
"North Michigan Park, Michigan Park, University Heights",walk,40,0,1887
"North Michigan Park, Michigan Park, University Heights",walk,50,0,1887
"North Michigan Park, Michigan Park, University Heights",walk,60,0,1887
"North Michigan Park, Michigan Park, University Heights",transit,10,2,7185.876098
"North Michigan Park, Michigan Park, University Heights",transit,20,2,7185.876098
"North Michigan Park, Michigan Park, University Heights",transit,30,2,7185.876098
"North Michigan Park, Michigan Park, University Heights",transit,40,2,7185.876098
"North Michigan Park, Michigan Park, University Heights",transit,50,2,7185.876098
"North Michigan Park, Michigan Park, University Heights",transit,60,2,7185.876098
Observatory Circle,drive,10,2.09375,13857.885
Observatory Circle,drive,20,4.1875,4487.987301
Observatory Circle,drive,30,6.28125,1453.470715
Observatory Circle,drive,40,8.375,470.7181588
Observatory Circle,drive,50,10.46875,152.4458544
Observatory Circle,drive,60,12.5625,49.37081373
