time.drive,time.bicycle,time.walk,time.transit,weighted.gini,MEM
30,20,60,60,0.253234766,0.746765234
30,30,10,10,0.162350965,0.837649035
30,30,10,20,0.173562148,0.826437852
30,30,10,30,0.189336515,0.810663485
30,30,10,40,0.195915618,0.804084382
30,30,10,50,0.195112653,0.804887347
30,30,10,60,0.191770684,0.808229316
30,30,20,10,0.166671572,0.833328428
30,30,20,20,0.177523484,0.822476516
30,30,20,30,0.19256915,0.80743085
30,30,20,40,0.198386958,0.801613042
30,30,20,50,0.197092252,0.802907748
30,30,20,60,0.193536021,0.806463979
30,30,30,10,0.173720217,0.826279783
30,30,30,20,0.18411707,0.81588293
30,30,30,30,0.197168749,0.802831251
30,30,30,40,0.202009571,0.797990429
30,30,30,50,0.199631175,0.800368825
30,30,30,60,0.195870396,0.804129604
30,30,40,10,0.177991348,0.822008652
30,30,40,20,0.187526351,0.812473649
30,30,40,30,0.198794192,0.801205808
30,30,40,40,0.202309356,0.797690644
30,30,40,50,0.199119406,0.800880594
30,30,40,60,0.195466222,0.804533778
30,30,50,10,0.186892072,0.813107928
30,30,50,20,0.195646642,0.804353358
30,30,50,30,0.20619785,0.79380215
30,30,50,40,0.207272701,0.792727299
30,30,50,50,0.203149583,0.796850417
30,30,50,60,0.198055243,0.801944757
30,30,60,10,0.189154316,0.810845684
30,30,60,20,0.197185176,0.802814824
30,30,60,30,0.207421877,0.792578123
30,30,60,40,0.20786392,0.79213608
30,30,60,50,0.203800897,0.796199103
30,30,60,60,0.198112611,0.801887389
30,40,10,10,0.114781386,0.885218614
30,40,10,20,0.124993628,0.875006372
30,40,10,30,0.140192687,0.859807313
30,40,10,40,0.151182859,0.848817141
30,40,10,50,0.154249323,0.845750677
30,40,10,60,0.153865621,0.846134379
30,40,20,10,0.118509011,0.881490989
30,40,20,20,0.128487232,0.871512768
30,40,20,30,0.14311605,0.85688395
30,40,20,40,0.153557349,0.846442651
30,40,20,50,0.156181691,0.843818309
30,40,20,60,0.155666694,0.844333306
30,40,30,10,0.123827828,0.876172172
30,40,30,20,0.133363544,0.866636456
30,40,30,30,0.147273727,0.852726273
30,40,30,40,0.156981952,0.843018048
30,40,30,50,0.159057731,0.840942269
30,40,30,60,0.158406401,0.841593599
30,40,40,10,0.126733864,0.873266136
30,40,40,20,0.135819014,0.864180986
30,40,40,30,0.148864935,0.851135065
30,40,40,40,0.157856717,0.842143283
30,40,40,50,0.159495859,0.840504141
30,40,40,60,0.158800682,0.841199318
30,40,50,10,0.134822486,0.865177514
30,40,50,20,0.142773542,0.857226458
