,Community,Mode,Time Range,Cost,MI,Cafe,Fitness,Hospitals,Market,Parks,Pharmacy,Restaurant,Schools,Worship,Stadium,Theater
3120,Jackson Heights,drive,10,2.046875,8.059752701385023,0.029166666666666674,0.0041666666666666675,0.006250000000000001,0.23437500000000003,0.022916666666666672,0.18125000000000002,0.33125000000000004,0.15625000000000003,0.03333333333333334,,0.0010416666666666669
3121,Jackson Heights,drive,20,4.09375,7.5660046486988435,0.02592671952003428,0.005142489822155559,0.009642168416541674,0.17291622026998069,0.04199700021427041,0.12791943432611955,0.3972573387615169,0.1645596743089779,0.05099635740304263,0.0014998928647953717,0.0021427040925648165
3122,Jackson Heights,drive,30,6.140625,3.526454773581682,0.03399911229471815,0.007101642254771416,0.010652463382157125,0.13608521970705723,0.0388814913448735,0.1280958721704394,0.4255659121171771,0.1752330226364847,0.04030181979582779,0.001420328450954283,0.002663115845539281
3123,Jackson Heights,drive,40,8.1875,5.5370210462948695,0.04206377798884268,0.011768687431085494,0.014214128975207154,0.11810172600137557,0.03430168451620651,0.09838535355189468,0.41179488859048685,0.2191071954934006,0.04000043668599002,0.0008515376805423641,0.009410583084968177
3124,Jackson Heights,drive,50,10.234375000000002,1.6788902235794723,0.037022102021093906,0.012403273240494183,0.014954843464295398,0.1168438397307989,0.029033670993443783,0.09794692455834196,0.41050384821285796,0.23710831311312425,0.036027893459776264,0.000910778472256019,0.007244512733517342
3125,Jackson Heights,drive,60,12.28125,0.35406445253202745,0.03673123810372596,0.014043173528044968,0.017283416196120623,0.11603760973218662,0.030645438514963045,0.09802848103280348,0.40739208209463545,0.23604754053486285,0.03505064072774959,0.0012349844353765748,0.007505395099530834
3126,Jackson Heights,bicycle,10,0.5616438356164384,100.17625916039307,0.022940851299060257,0.004975124378109453,0.00912106135986733,0.18905472636815923,0.035931453841901606,0.14096185737976785,0.3830845771144279,0.15920398009950248,0.051962410171365395,0.00027639579878385853,0.0024875621890547263
3127,Jackson Heights,bicycle,20,0.5616438356164384,248.36402561324653,0.03177257525083612,0.006020066889632107,0.009030100334448161,0.1551839464882943,0.039910813823857305,0.12675585284280935,0.4180602006688963,0.16722408026755853,0.04147157190635452,0.0016722408026755853,0.0028985507246376808
3128,Jackson Heights,bicycle,30,0.5616438356164384,483.9360579340382,0.034386085364458176,0.009039935919441583,0.009268795056642637,0.12804668726398902,0.03398558187435633,0.11294198420871952,0.45462867604989127,0.1743906625472022,0.0394782011671816,0.0012015104703055268,0.0026318800778121067
3129,Jackson Heights,bicycle,40,0.5616438356164384,932.4034071935424,0.04293986636971047,0.010155902004454345,0.015322939866369713,0.12178173719376392,0.032546399406087605,0.10262806236080178,0.44727542687453603,0.18414253897550112,0.037891610987379365,0.0008314773570898294,0.004484038604305865
