,Community,Mode,Time Range,Cost,MI,Cafe,Fitness,Market,Parks,Pharmacy,Restaurant,Schools,Worship,Hospitals,Stadium,Theater
976,Lake View,walk,50,0.0,68.65217391304347,0.06903103229892338,0.044331855604813175,0.041798606713109566,0.07473084230525649,0.04369854338188728,0.4635845471817607,0.13679544015199493,0.10512982900569982,0.00759974667511083,0.00253324889170361,0.010766307789740342
977,Lake View,walk,60,0.0,85.30434782608697,0.06676860346585116,0.04077471967380224,0.050458715596330264,0.07645259938837919,0.04434250764525993,0.472986748216106,0.12691131498470945,0.09887869520897043,0.009174311926605502,0.00254841997961264,0.010703363914373086
978,Lake View,transit,10,2.25,7.08061956735813,0.0975609756097561,0.04065040650406504,,0.04065040650406504,0.07317073170731707,0.6097560975609756,0.04878048780487805,0.06504065040650407,,,0.024390243902439025
979,Lake View,transit,20,2.25,44.354612818288125,0.07203114860480207,0.03763789746917586,0.04477611940298507,0.054510058403634,0.04477611940298507,0.5230369889682024,0.09928617780661908,0.10512654120700844,0.0038935756002595715,0.0012978585334198572,0.0136275146009085
980,Lake View,transit,30,2.25,128.91908553738648,0.07814244250948871,0.029024335789238666,0.04755525787006027,0.06921187765126142,0.044206296048225034,0.5224380442062959,0.10046885465505691,0.09153828979682962,0.006028131279303414,0.0013395847287340922,0.010046885465505691
981,Lake View,transit,40,2.25,222.4350732379822,0.0753105590062112,0.025621118012422364,0.050465838509316775,0.08281573498964805,0.03998447204968945,0.4754140786749483,0.12111801242236025,0.11231884057971017,0.006211180124223603,0.0012939958592132507,0.00944616977225673
982,Lake View,transit,50,2.25,279.4829918660466,0.06673532440782698,0.02245108135942327,0.05066941297631307,0.09907312049433571,0.03707518022657054,0.41071060762100925,0.1566426364572605,0.14026776519052522,0.006797116374871266,0.0012358393408856848,0.008341915550978372
983,Lake View,transit,60,2.25,342.7768228766991,0.056763792090015947,0.020320765807372573,0.04937442270551683,0.10345117138298764,0.03526744478965488,0.35149886640356026,0.17986396842723987,0.18742127802502306,0.007809219917709295,0.0010916113863464604,0.007137459064573011
984,Lincoln Park,drive,10,2.09375,16.83725047876502,0.07306889352818373,0.029227557411273496,0.018789144050104387,0.09603340292275576,0.02505219206680585,0.5636743215031316,0.11273486430062632,0.06680584551148226,,0.0020876826722338207,0.012526096033402925
985,Lincoln Park,drive,20,4.1875,54.19383037300851,0.08075511274252753,0.03670686942842161,0.04404824331410593,0.07865757734661773,0.042475091767173574,0.49606712113266915,0.1148400629260619,0.09019402202412166,0.0047194546407970635,0.001048767697954903,0.01048767697954903
986,Lincoln Park,drive,30,6.28125,112.67124972218328,0.08564437194127243,0.030179445350734097,0.04098694942903752,0.07381729200652529,0.0385399673735726,0.5522022838499184,0.08442088091353997,0.07626427406199021,0.004893964110929854,0.0010195758564437195,0.01203099510603589
987,Lincoln Park,drive,40,8.375,232.40896731673408,0.054907289002557536,0.020300511508951402,0.04987212276214833,0.1023017902813299,0.035006393861892575,0.33903452685421986,0.19109654731457798,0.19213554987212272,0.007432864450127876,0.0011189258312020458,0.006793478260869564
988,Lincoln Park,drive,50,10.468750000000002,234.11851230011973,0.04849262347658757,0.01731879409878127,0.04887748556767159,0.10198845413726748,0.033290570878768445,0.2874919820397691,0.21436818473380373,0.23373957665169984,0.007697241821680566,0.0010262989095574087,0.005708787684413086
989,Lincoln Park,drive,60,12.5625,193.17486241608404,0.04757714788511093,0.017095091446169317,0.04939978631135692,0.10307334548425617,0.03337313808057319,0.2842058952925649,0.21701967192508329,0.2340519137703476,0.007541952108604111,0.0010684432153855823,0.005593614480548049
990,Lincoln Park,bicycle,10,0.5452054794520548,44.59203887434979,0.07472324723247231,0.03321033210332103,0.04704797047970479,0.07933579335793356,0.03597785977859778,0.5276752767527675,0.11346863468634684,0.07011070110701106,0.002767527675276752,0.0009225092250922508,0.014760147601476013
991,Lincoln Park,bicycle,20,0.5452054794520548,171.9097144427193,0.07920555156736063,0.031586503948313,0.03876525484565686,0.06604450825556354,0.03302225412778177,0.5599425699928213,0.09619526202440778,0.08040201005025127,0.005743000717875091,0.001196458482890644,0.00789662598707825
992,Lincoln Park,bicycle,30,0.5452054794520548,276.7668243050049,0.07743757431629013,0.02705112960760999,0.046373365041617126,0.08085612366230678,0.03879310344827586,0.5041617122473246,0.11236623067776458,0.0960166468489893,0.006688466111771701,0.0011890606420927468,0.009066587395957193
993,Lincoln Park,bicycle,40,0.5452054794520548,367.02045280161326,0.06814615557049988,0.02308899349921542,0.05178211163416274,0.09213180901143242,0.03665097511768662,0.43084510199506837,0.14694014794889038,0.13270567137413136,0.008406186953597848,0.0012329074198610178,0.008069939475453933
994,Lincoln Park,bicycle,50,0.7952054794520548,425.19739328595165,0.06074325598943595,0.020939445387662705,0.04980192416525184,0.09922656102622147,0.03508771929824561,0.3787964534993397,0.16779852857951327,0.17185436710054708,0.007357102433503113,0.0012261837389171853,0.007168458781362007
995,Lincoln Park,bicycle,60,1.2952054794520547,447.10885502363453,0.05661181686418279,0.020291584960354672,0.04962059851649756,0.10316310000852587,0.035041350498763744,0.3502429874669622,0.18543780373433366,0.18432943984994457,0.007417512149373347,0.0011936226447267456,0.006650183306334725
996,Lincoln Park,walk,10,0.0,5.695652173913043,0.07633587786259542,0.03053435114503817,,0.04580152671755725,0.022900763358778626,0.6259541984732825,0.11450381679389314,0.06106870229007634,,0.0076335877862595426,0.015267175572519085
997,Lincoln Park,walk,20,0.0,18.173913043478258,0.059808612440191394,0.02870813397129187,0.014354066985645935,0.10047846889952154,0.02870813397129187,0.5550239234449762,0.1291866028708134,0.06698564593301437,,0.002392344497607656,0.014354066985645935
998,Lincoln Park,walk,30,0.0,32.826086956521735,0.07549668874172186,0.0370860927152318,0.04370860927152318,0.08741721854304636,0.027814569536423844,0.5403973509933776,0.11523178807947021,0.05562913907284769,0.003973509933774834,0.0013245033112582784,0.011920529801324504
999,Lincoln Park,walk,40,0.0,49.26086956521739,0.07325684024713151,0.033539276257722864,0.05030891438658429,0.08473080317740511,0.037069726390114736,0.5119152691968226,0.11120917917034422,0.07766990291262137,0.0052956751985878195,0.00088261253309797,0.01412180052956752
